"label","text"
"0.0","美的已经跌得我开始怀疑人生了怎么会这样啊！方总"
"1.0","重大利好：央行放大招！15天三度“降息” 明天还有大动作！三箭齐发释放什么信"
"1.0","保宝主力抢了很多血筹做一次饿狼。领头的饿狼，我以满仓赌"
"0.0","买这股相当于搬了一座大山压在头上"
"0.0","辣鸡就是辣鸡 格力两天上涨4% 茅台两天上涨8.2% 你个垃圾两天1% 玛丽隔壁"
"1.0","长春高新中国最具投资价值的医药股之一。"
"0.0","这垃圾一个多月跌了百分之二十五！地产板块中的绿头龟排名第一！！！！"
"0.0","这人明显是托。此位叫你去买。明显骗你接盘"
"0.0","明个儿保利，带头砸，直到收长下影"
"0.0","机构从格力赚了钱，打压美的，来美的建仓吗？大家到时要及时上车"
"1.0","A股跨年度行情，从12月4日左右启动！"
"0.0","高开不是好事！"
"1.0","逆市上涨，牛掰"
"1.0","长春高新到收盘，还是翻红!有您的!赞!"
"1.0","下午直线涨停吗"
"0.0","不好！"
"0.0","回调14以下"
"1.0","别装逼了，我认为跌不下来，形势不同了"
"0.0","告诉你们韭菜 不是唱空 股市就是这样 不怕低位放利空 就怕高位放利好 何况预期的利好 众人皆知 先知埋伏 利好兑现 高位出货 见光死 韭菜接盘"
"0.0","13的本，本想今天回本就走，结果走成这烂样"
"0.0","垃圾天生的贱骨头！喜欢戴绿帽子！"
"0.0","恶心，涨时是大盘股，跌时比小盘都来的快狠猛，垃圾！"
"1.0","加仓加包，满仓干"
"1.0","美的盈利了200亿，能给我们分多少红？"
"0.0","看到保利。心都凉了，一个星期，4天跑不过大盘。一个星期远输大盘"
"1.0","69又下单了，下来让我再吸下货呗"
"0.0","砸盘的急着去投胎"
"1.0","价值投资"
"1.0","漫长的横盘整理已经结束下方支撑有力坚如磐石上涨空间巨大任君飞翔5.98是这波上涨的起涨点必将重演火热行情"
"0.0","格力雄起有劲，美的萎缩无力。感概啊！"
"0.0","下午暴跌，土地增值税来了，房地产受死吧"
"0.0","美的，让你在牛市中亏钱，哈哈"
"0.0","这货下跌总冲在前面"
"1.0","美好的一天开始了 相信梦想 相信600048有奇迹"
"0.0","还好忍住了没有接 美的今天走势走的像狗屎 最后十分钟大盘上涨几个点 美的只回落不跟涨 今晚美股一调整 明天还得跌 太弱了 最近连儿子小天鹅走势都不如"
"0.0","敬请各位观看，蓝筹股走向不归路"
"0.0","悲哀"
"0.0","今天卖出四只医疗基金，他马的被坑了。"
"0.0","都不知道你是不是蓝筹"
"0.0","目标价50元"
"0.0","强弩之末"
"0.0","凭啥这么坑！？连跌10天了吧有"
"0.0","跌也不加，路长，走着瞧"
"0.0","看到股吧的帖子都在看空我就放心了"
"0.0","连收几根避雷针，是不是大伙们准备走避雷了？？？"
"0.0","高新还得跌"
"0.0","股价一跌就传言，其实就是主力跑了，跟金磊没关系。"
"1.0","国家发改委副主任宁吉喆表示，今年将制定出台促进汽车、家电等热点产品消费的措施。"
"0.0","赖狗扶不上墙！"
"0.0","一分时线一浪比一浪小我建议大家赶紧撤"
"1.0","割啥肉，大盘不好加上利空才如此跌，多拿几天看看，13.68半仓就是不割"
"0.0","一天涨不够2分钟跌，还真是长脸呀"
"0.0","考太嘿"
"1.0","地产行情启动，不是闹着玩的"
"1.0","恭喜昨天买入的，今天如果板块走好起码有3个点利润"
"0.0","大家要小心"
"0.0","看来我的475是解不了了"
"0.0","回购对庄家是个好消息，他正愁没人接盘呢。"
"0.0","大公司跑不赢小公司了"
"0.0","这二天的目的在最后一分钟暴露无遗了！即便是中期良好的业绩，但在这种大环境下，回避是最好的选择！"
"1.0","19年会有个大牛市，没上车，没上车吧"
"0.0","熊市路慢慢"
"0.0","垃圾美的 拖累了整个家电行业"
"1.0","55元！4月20日年报前后站上55元是非常大概率的"
"1.0","科技是虚的！炒高了暴跌！唯有业绩是实的！业绩才是王者！"
"0.0","走了，狗庄你涨吧"
"0.0","200元有投资价值。"
"0.0","现在的美的不再美，并购小天鹅的威力太大了，把美的股价砸成垃圾了"
"1.0","流感疫苗市场规模有望超百亿。"
"1.0","假做空"
"0.0","跌到42左右可以考虑入手"
"1.0","无法追求最低点，干了！"
"1.0","今天有可能上50！"
"0.0","有一股很明显的力量在刻意向自己砸，不知道目的是什么？"
"1.0","快速买入，马上大涨"
"1.0","11点24分！14.2抢15000股，留到下周一卖"
"0.0","做个股东吧"
"0.0","错过行情，这货盘子大已是老牛，出光。"
"1.0","11.9补仓"
"0.0","一直高开低走，象虚拟创业板"
"0.0","马上又要戴绿帽子啦？"
"1.0","大笔买入"
"0.0","烂保利！做这个山，从来都是亏损！高买高亏，低买低亏！真不知这个烂庄是怎么考虑的！"
"0.0","阳萎的保利"
"1.0","抢不到格力抢美的"
"0.0","溜了溜了"
"1.0","我上月丢了你好后悔，"
"0.0","玩蛇皮呢？"
"1.0","抢进"
"1.0","日K线能赚，你们跑，我就在加仓，今天不赚明天赚，明天不赚后天赚"
"0.0","今天砸跌停"
"0.0","还不跑"
"1.0","美的今天表现爽"
"0.0","今天可真熊 领跌地产板块"
"1.0","挂单变稀疏，说明大量筹码已经被锁仓，上涨空间已经打开"
"1.0","明天就知道养老金是怎么拉升的了"
"1.0","险资要进来扫货了，大伙赶紧抢筹啊！"
"1.0","花40亿回购，真牛!"
"0.0","地产板块总共有几个跌的！保绿赫然在列！牛逼央企！！！！！！！！"
"1.0","周一涨停"
"0.0","上涨无力"
"0.0","今天出货真是坚决啊，看明天什么情况吧"
"0.0","冲高回落，继续向下调整"
"1.0","抄底机会来了，"
"0.0","下午要跌停的节奏。"
"0.0","今天破47无悬念"
"0.0","不知道明天给不给机会跑路，哎，利好出尽。没有动力可走了"
"1.0","收红了！明天冲高抛一部分"
"0.0","跌停的节奏吗"
"0.0","连医药指数都跑不过，是多么LOW"
"1.0","满仓，长春高新是下一个茅台，大家稳住"
"0.0","节日期间外欧美股市大跌，节后保利地产难免受影响遇低买入。"
"0.0","走势没有一天好过"
"0.0","狗庄一直出货中"
"1.0","我静静的看着你一点一点向前努力，行稳致远，慢慢来，不着急。"
"1.0","哈哈，这价位真的按我的剧本走了？那我不客气了，我先进了哈"
"0.0","尴尬"
"1.0","居两市之首！"
"0.0","昨天说要涨的打脸吗？珍惜现在逃跑的机会"
"0.0","特么的，地产要玩完了？"
"0.0","远离这个癌股！庄家已经癌变了！！！！"
"1.0","这妞今天要涨停吗"
"0.0","上海队推荐房地产，看来要到8元！关注证券股票！股市要好，证券先涨！散户朋友们"
"1.0","医疗回调差不多了，准备上车"
"0.0","内资跑完，外资跑，各位慢慢拿筹码"
"0.0","最后的盛宴。 我出得差不多了 还有3成仓"
"0.0","保绿地产，绿的灿烂昨天红盘出掉，果然是正确的操作"
"0.0","看样子要到45左右"
"1.0","砸空保利明天抢入"
"1.0","医药龙头别装了，白酒，科技能比的上你？"
"1.0","可以和走了的朋友说‘再见’了。。。。。。。。呵呵"
"0.0","严重高估 纯属恶炒 暴跌开始 20见"
"1.0","地产股午后继续走高，截至发稿，保利地产大涨逾7%，金地集团、金科股份、阳光城涨超5%，蓝光发展、上实发展涨超4%，万科A、招商蛇口、华夏幸福等涨超3%。"
"1.0","这辈子难得的机遇就是 融券做空 美的格力 长线定是爆赚 我已建仓"
"0.0","上影线太长，未来不乐观"
"0.0","早盘冲高 套人没商量啊"
"0.0","美的是最坑的，不要拉格力后腿"
"0.0","你这个大垃圾！"
"0.0","研报一出垃圾准跌！"
"1.0","这个月起码得摸月线上轨15.5"
"1.0","此股还能翻一倍"
"1.0","跑赢万科"
"0.0","故意压盘跟跌不跟涨。"
"1.0","突破年线48.7后将回踩震荡几周，然后一骑绝尘突破百元大关！"
"0.0","还装，出货状态必跌"
"1.0","保利地产摸底一般是10个工作日，差不多了"
"0.0","地产板块涨了一个多点是一个多点啊！你保利的机构到底有什么理由可以这样逆势砸盘，垃圾地产股都涨停了，你一定要卖，有病吗？到底是谁"
"1.0","今早有没有被洗出去的？"
"0.0","今日应该触底"
"1.0","真杭跌，买进抄底了。"
"0.0","垃圾向来板块跌幅排前面！垃圾货"
"0.0","自从大跌一次，没事就狂泻，狂泻"
"0.0","只要震荡，肯定持续向下"
"0.0","美跌外资买到暴还是跌！"
"0.0","僵尸股：没量，没人气，没庄"
"0.0","要跳楼了"
"0.0","快跑快跑"
"1.0","超出预期了，明天反包大阳。"
"1.0","港股内房大A收盘大漲。保宝明天有戏唱"
"0.0","开盘以为是王者，没想到是个青铜！"
"0.0","央视315曝光家电维修黑幕。板块效应:覆巢之下，岂有完卵，炒股最起码的知识。下周一家电板块跌停。怎么办？你懂得"
"0.0","终于清仓了，你跌吧，等着接回来。。。"
"0.0","这垃圾永远是万科的跟班！！提鞋的货色！！！"
"0.0","什么情况，跳水这么凶残"
"0.0","死定了！"
"0.0","真是绿毛龟"
"1.0","明天冲击涨停板，快买啊，不怕死的，冲啊"
"0.0","什么破玩意，过年到现在基本没涨，期间指数暴涨那么多，垃圾股"
"0.0","长票over了，是给做梦的人持有的，双十一明白吗？"
"0.0","这样的保利真可恨！！"
"1.0","感觉明天涨停不涨停切吊"
"0.0","万科都涨一个点了！再看看你！保绿"
"0.0","外资都满了，谁还会来抬轿呢？郁闷了，是不是该卖了？"
"0.0","舒服！今天14.39全部清仓了，之前13.88卖的13.40重新买回来了，短线玩得还算溜，祝留下的发财，我还会回来的"
"1.0","稳住，我们能赢"
"0.0","马上跌成狗屎了"
"0.0","十字星收盘，明天拉高要出货了"
"1.0","谈消费吃多少玩多少?房地产产业链才是最大的消费。"
"1.0","港股生物制药尾盘拉升7%，希望a股也争点气。"
"0.0","继续等，我就不信你不砸下来。收盘13.3，明天低开13.1，砸一波13元正好吸货"
"0.0","明天跌停价417.36元，不保证能卖的出去"
"0.0","后悔。周一14.88买入，昨天就后悔了，今天是悔上加悔。"
"0.0","死绝美的股票"
"1.0","要上车的快"
"0.0","已经到了看见保利就想吐的状态，改天到12块5直接割肉终生不放自选"
"0.0","我坐等你跌下来"
"0.0","小散们在接盘"
"0.0","长春高新的走势就是利用季报出逃，看看恒瑞医药，季报出来的走势多健康喜人！长高持有者赶紧卖吧"
"0.0","注意年尾面子工程，节后大跌，翻脸不认人"
"1.0","洗盘而已，尾盘就拉起来！慌啥"
"0.0","又得掉下来"
"0.0","外资昨天净流出1.12亿"
"0.0","要暴跌了 地产股 大家快跑吧"
"1.0","往天上去了"
"1.0","热烈欢迎万手哥进场抢筹，大家坐稳扶好，不要提前下车"
"0.0","垃圾股，开始完蛋了"
"1.0","空中加油，仙人指路 突突突"
"0.0","远离地产股，年后国家加紧松邦，调空是长期的！"
"1.0","刚卖就飞翔，就那么差我一个"
"1.0","超级大蓝筹，外资买到爆"
"0.0","美的外资已达27%，即将限购，外资只出不进，大跌降至。"
"1.0","450低吸建仓"
"1.0","地产股要爆发了"
"1.0","美的不跌了下午企稳52元"
"0.0","14.62冲不过去了"
"0.0","这个辣鸡业绩那么好，最近却跌出翔了。"
"0.0","山顶的风真是吹死人啊"
"1.0","感觉保利有人在买"
"0.0","仅有几只戴绿帽子的垃圾股就有你！！！！"
"1.0","明天最少4个点，大家准备周末吃肉"
"0.0","大盘都涨成啥样了，你这垃圾"
"0.0","万手拖单吸引跟风。隔天低开低走收割"
"0.0","你自己看看格力，你好意思吗"
"0.0","拉高骗钱？？你真的可以去死了"
"0.0","散户不走，长春不涨，你们赶紧跑，我来接盘"
"0.0","垃圾东西，格力停牌，吓的不敢涨！"
"1.0","新能源爆发了，连航天通信都涨超过百分之六了，新的行情开始了，现在还没反应过来的注定要错过吸便宜筹码的机会"
"1.0","今年的长春高新相当于17年的茅台，至于能走到什么高度，现在谁也无法预测。走长线的，就要选这样的。"
"0.0","保利地产的蛀虫们在减持套利！！！！"
"0.0","明天要跌了"
"0.0","再次证明，美的吃了有毒的天鹅！"
"0.0","这股不知道在搞什么鬼 卖了再说"
"0.0","昨天买进的今天被杀的片甲不留"
"0.0","拉高出货 阶段顶部"
"0.0","最垃圾的央企！"
"1.0","美的今天这是咋了，从周五开始卖你就这样，但是心里还是高兴回本了"
"0.0","绿帽子马上戴上！"
"1.0","今天亏了但不割肉，明天开始继续补仓，试问那些割肉准备去哪，去区块链买套吗"
"0.0","这只票可以肯定的说一两年内比爆雷，从他懂事长的作风就能知道"
"0.0","美的将破40"
"1.0","毛估算了下保利今年利润在270亿左右，对应现在1600亿市值只有6倍的PE，且今明两年会是利润结算的大年，这么便宜的股票上哪儿去找？"
"0.0","破位，清仓完毕"
"0.0","厉害了 深港通通道大美弟今天净流出7.42亿 成交排第三 厉害哦"
"0.0","拉不起来的"
"0.0","下午收盘要跌几点？"
"0.0","大部分时候涨不过小天鹅，能跌过"
"0.0","国产家电品牌，海尔的冰箱、小天鹅的洗衣机、TCL的电视、老板的油烟机、华帝的燃具，美的不把小天鹅合过来，电器细分龙头根本就没有它。"
"0.0","低于预期，目标360"
"0.0","拉一下又阳痿了，果断卖出，认倒霉了，这一波拿着狗屎保利还没跑赢指数"
"1.0","今天差一万块钱，本来还想补一一手，高新回调就是加仓机会"
"1.0","重大利好，鼻喷疫苗大部分出口。"
"0.0","好垃圾啊"
"0.0","17块价格差不多，19年必到17块"
"0.0","垃圾又跳水了！"
"1.0","明天开始赌保宝加仓T O操作。"
"0.0","今天所有白马蓝筹确实遭遇了尾盘砸盘套利"
"1.0","星期一暴涨了，重磅！国管公积金实行二套房“认房又认贷” 最多贷60万"
"0.0","去年同一天买的美的集团和中国平安，现在美的还是亏的，平安赚十几个点了"
"0.0","美的必成妖股"
"1.0","长春高新就是长春高新，目前从上市至今比茅台回报率还高，不存在什么药中茅台之说。"
"1.0","谁在割肉卖啊"
"0.0","开盘即高点 近两个点的涨幅 瞬间消失 就问你垃圾不垃圾"
"0.0","真的很垃圾"
"1.0","今年已经创36次新高的000661不会停滞不前！"
"1.0","赶紧买啊，要涨了"
"0.0","明天砸盘，眼瞎着买"
"0.0","心态崩了"
"0.0","还有人捧保绿的臭脚呢！"
"1.0","下周分批入美的！最好快点能跌到42至43元，能吗？干满仓！"
"0.0","买为套庄"
"0.0","还硬撑,同志们赶紧逢高派发,落袋为安,过个安心的中秋"
"0.0","垃圾货色"
"0.0","保利我12.87卖的 ， 拿不住了 。"
"0.0","491元清仓等300元回来"
"1.0","大盘月线指标趋势向上，将连续涨三个月，理论目标涨幅10％左右"
"1.0","保宝主力最牛逼，每天在对倒抢筹，饿狼本性。今日洗盘很成功，星期一破16元"
"0.0","明天开盘，北向资金疯狂出逃"
"0.0","现在就希望格力涨，格力不涨你就不会涨"
"1.0","下午拉涨停板！欢迎各大资金捧场！"
"1.0","这一次冲在高新前面"
"0.0","衡阳市撤回限价政策，美股期货今晚暴跌，保利是50指数里面唯一还没有大幅补跌的了，目前看已经岌岌可危，明天50大幅低开，保利估计要破位大跌了"
"1.0","大盘往下调一调吧，高新要发力了"
"1.0","周末利好信息多多，欧美股市全面反弹，中国股市有望稳步攀升"
"0.0","明天关灯吃面！"
"0.0","对的，保利该卖就抓紧卖吧，别的股以后能涨回来，地产股回不来了。"
"0.0","本来明天有戏，没想到来个区块链，明天上证50除了有区块链擦边概念的银行股都堪忧"
"0.0","两天跌出去一个板"
"1.0","还是小幅上涨"
"0.0","业绩增长正负30%以下的是不需要提前出公告说明的！美的集团动机不良！[弱][弱][弱][弱][弱]"
"0.0","彻底走了，再见垃圾"
"1.0","拉回买，目标50"
"0.0","走的太弱了！连板块涨幅都追不上！！！"
"0.0","美跌涨一天跌一周！"
"1.0","降息利好房地产，来，来，来都买房子，保值，升值中…………保利 保利走向胜利个"
"0.0","依然被格力压制，太憋屈了"
"0.0","我在吉比特，欧派吃着肉，你们却我高新吃着面"
"1.0","市场暴雷越多，越能看到美的这种优质白马的魅力，也越能显现核心资产的珍贵！"
"0.0","地产板块和上证50指数上涨这垃圾砸盘下跌！！"
"0.0","走的有点鸡肋了，这个回购感觉不是时候啊"
"0.0","全是大单往下砸！惹不起躲得起，走了！祝愿留下的朋友好运！"
"1.0","继续买人，一股也不卖"
"1.0","哎，胆小了，491卖了，不敢持有了！！！！20手走人了，再见！！！！！涨的我怀疑人生了"
"1.0","明天大涨两个点！"
"0.0","房地产股票就是毒品无人敢沾。"
"0.0","这股啥利好也没用，起不来了。成了打压房价预期的工具"
"0.0","直奔350"
"0.0","极垃圾保利"
"1.0","本公子出面说话，明天大盘必红，保利会一度冲击12.5，说到做到。"
"0.0","今天任务完成，又要下来了"
"1.0","感觉加仓加少了哇"
"0.0","房地产板块连跌五个月，这货补跌一定的"
"1.0","满仓，今天是给26号扩容砸出黄金坑"
"0.0","房地产涨疯了，保利是房地产股吗"
"1.0","站上52..加油＾０＾~"
"0.0","美的电器可以砸了"
"0.0","可惜垃圾保利地产没跌停！"
"0.0","留点钱去买点垃圾股，现在流行垃圾股大涨，蓝筹股留着长线分红吧。"
"0.0","地产股下周大跌横盘筑底，保利破11可逐步加仓，10.65可满仓干，不过该股上涨历来缓慢，可安心持股等待，年前可上涨至16元撤离，该股属合理价值投资性大盘股。"
"0.0","他奶奶跌真快"
"0.0","严重高估 至少跌到50元！"
"0.0","一看你垃圾也只有跌跌不休的料"
"0.0","486.7元将是长春高新的宇宙大顶，啥时候都是卖出的机会长春高新已经透支未来百年业绩，随时崩盘，不信可以问卧底小蜗牛"
"0.0","本届董事会成员担心换届被查，根本无心顾及公司股价！"
"0.0","出光光"
"0.0","又在套人"
"1.0","好股啊！跌的少涨得多"
"0.0","请看清楚，总股数增加了"
"1.0","保利核心竞争力体现为军工业的超级品牌 内在价值理应不止几十元，而早该超越茅台等酒类，800元/股"
"1.0","全仓搞进"
"1.0","才跌这么点搞个屁呀！多跌点，我好进！"
"1.0","今天早盘又入20手，各位加油了！！加仓！"
"0.0","时间不多了！速逃！"
"1.0","今年预计增长50%-80%"
"0.0","唉，跌的连成本线都看不到了"
"0.0","尾盘多方没有敢碰60日线422元。多头溃不成军，狼狈而逃。"
"1.0","美丽的美的，我来了"
"1.0","满仓了"
"0.0","这垃圾还是房地产股么？！！！"
"0.0","这垃圾砸盘总跑在他主子万科前面！涨时就是个跟班的！"
"0.0","垃圾玩意！除了会戴个绿帽子不会别的！！！"
"0.0","长春高新下午必须要跌停。股价太高了，必须跌停跌停跌停跌停啊。"
"1.0","美的股价目前处于上升期，不适合做T,做踢只能吃吃苍蝇肉。38.2时我进入美的，t了六七次，才挣了几个点。"
"1.0","今天站稳就行，13.7才是压力位，问题你13.2上方压那么多单干球啊"
"1.0","明天要涨了"
"1.0","抄底速度"
"1.0","我又可以补仓了 先补800股"
"0.0","你这样下去，是要做格力的小弟么？股价已被人甩了，市值也差不多了！"
"1.0","美的美的，美美收益"
"1.0","护盘开始"
"1.0","美的带领格力，明天一路狂飙"
"0.0","为什么啊？保利多好的基本面啊，我割了绿地来的这，之前在绿地老觉得保利涨的快，怎么我一来就不行了"
"1.0","只要不搞增发，估价一路会走高，茅台高新……也会和每股一样"
"0.0","55的回购价在呢，回购结束前美的股价涨不上去的，美的做事向来这样，小家子气"
"1.0","今天上午拉涨停板。"
"0.0","我清仓了，不清的话赚变亏。"
"0.0","东北无好股"
"1.0","今天14.2 我又杀进来了"
"1.0","卖早了"
"0.0","一路走好。呵呵"
"0.0","压的真狠"
"0.0","是不是打算跌停了"
"0.0","小散越买越，不买不跌。"
"1.0","会涨停"
"0.0","为了回购，压得真够死的，美的没戏"
"0.0","美的电器，价格偏高，合理价格在40元左右"
"1.0","今天盘面看保利牛，大资金定增拿了三年不到16元不会走的，这是本人的看法，有本事的做T就可以了，19年上证50股是领头的饿狼一个字赌。"
"1.0","家电下乡计划即将实施，包括空调、洗衣机等等"
"1.0","大部分股价越高的股票，涨的越好，敢买不，不敢买就赚不了大钱"
"0.0","真他妈垃圾"
"0.0","收割散户"
"0.0","涨你涨不动，跌比谁都快 辣鸡"
"1.0","前几天我说的星期五最佳买入机会，哈哈你买了吗？。个人观点仅供参考"
"0.0","无耻混蛋"
"1.0","明天13元8角收5千股"
"0.0","破位"
"0.0","阴跌后进入猛烈下跌的前奏！"
"0.0","周一估计又是低开低走"
"0.0","大家都散了吧 只要我持有的票都会跌"
"0.0","垃圾！"
"0.0","哇。你和茅台前两位啊，跌幅"
"0.0","绿毛龟"
"0.0","你为什么趴下去了就起不来了，残疾吗"
"1.0","39.11的本，早上39.18卖了，又是倒在黎明前，"
"0.0","永远是跌最多涨最少的烂股"
"1.0","看来等150，是比较困难了，那就满仓，到200元，不是小菜一碟吗？"
"1.0","就不相信你不涨。"
"0.0","马上跌停"
"1.0","14.85进场了，别全仓，终于出现单天跌3个点以上了"
"1.0","可惜今天抛了，便宜了老外"
"0.0","上央视315了，少不了一波急跌。"
"1.0","重组成功，高新成长再次出发。"
"1.0","你有拉板的迹象"
"0.0","卖了，垃圾垃圾垃圾。买宁德时代了"
"0.0","生不逢时，以为是2007年的保利！"
"0.0","马上再套你们，绝对的，半个月后，你们就知道了"
"0.0","你得瘟疫了吗？死极"
"1.0","没法买了，分红只能用来还融资了，唉……"
"0.0","逐级下跌！下午翻绿！"
"0.0","长期看好趋势不变，但是本周看空，今年年报会很出色，周五是进场时机，大家拭目以待"
"1.0","打死也不会卖"
"0.0","太狠了"
"0.0","走势像妖！"
"1.0","军工保利太牛逼了，最坚挺的一只股票。"
"0.0","tnnd不计成本的跑。"
"0.0","大盘一涨，保利就回调。就是个护盘的主力啊"
"1.0","边跌边补仓"
"0.0","跌吧，跌到小天鹅分红，换股，美的分红，我就可以加仓了"
"0.0","下面1.6万手托单真要出手了，立马能升6个点，这就说明这货肯定有问题"
"1.0","火箭马上来，赶紧买"
"0.0","我亲戚打了这个针，分为水剂、粉剂，还有长效、短效之分现在一般是打短效水剂为主价格贵，一般家庭用不起所以，这公司有天花板"
"0.0","出完货了"
"1.0","格力停牌了，美的得到了重大利好吗"
"0.0","没救了，快跑"
"1.0","布局新疫苗，还得突破"
"0.0","盘子太大，100亿资金要逃"
"1.0","我们今天一致看涨，创新高。"
"0.0","这股就是这样，涨一天跌几天，大盘下来他跑最快"
"0.0","同一天，美的47.2买的，伊利27.3买的。美的真衰!"
"0.0","震荡下行中"
"0.0","保利套了太久 反正这次我平仓了永远不再放自选，套太久了这么垃圾的股难得解套"
"1.0","好兆头！"
"1.0","上涨趋势不变，14元附近就是加仓点"
"0.0","这叼毛"
"0.0","长春高新，周线级别顶背离死叉向下 调整之路还很漫长"
"0.0","美的两次停牌，不涨反跌，把格力要拖累了"
"0.0","调的太深，行情就走坏了"
"1.0","香港内房股大涨，保利地产只会迟到，不会缺席，明天大涨，将站稳15元上方，大家信吗？"
"1.0","458元可以进仓了。回调可以买入。下周一470可卖"
"0.0","大族已限购，暴跌，美的也不远了。"
"0.0","牛屎没涨，调整跟着跌吗？"
"1.0","这是借大盘下跌骗筹码，你可小心别上当捂紧了。"
"0.0","明天跌停价386.08元，不保证能卖的出去"
"1.0","长期看好"
"0.0","牛市四天，你跌四天"
"1.0","恭喜留下的各位，数板开始"
"1.0","生长激素抗衰老一针难求，全球人们都需要。长春高新超过茅台只是时间问题，不信就拭目以待。"
"1.0","后悔38.2卖早了"
"0.0","千万不要买入，做好国庆节后准备，拿现金钱准备过冬，要有先见之明"
"1.0","温柔抄底"
"0.0","看来保利都是凶多吉少了！"
"0.0","到底是谁！？傻逼一样天天砸盘"
"0.0","大势已去，抛了"
"1.0","美的能上60，立贴为证。"
"0.0","美的吞了天鹅，估计有毒，否则不会股价不涨。"
"1.0","翻个红，长个脸，彰显主力还在！知道你要拉了"
"0.0","别装了，马上下来了"
"0.0","这货出得也太明显了吧，，肆无忌惮得出。。愿者上钩"
"0.0","好垃圾的保利地产"
"0.0","已进入下跌通道，建议卖出"
"1.0","满仓了明天继续创新高"
"1.0","庄压不了多少，后面涨停两个板"
"1.0","别看垃圾股闹得欢，后面一定拉清单，唯有价值永恒"
"0.0","尼玛不要脸"
"0.0","大盘一好这狗庄准砸盘"
"1.0","明天开始发功，500收盘"
"0.0","明天开盘跑"
"0.0","欲哭无泪啊"
"0.0","阳痿你也别想逃跑"
"1.0","前程似锦"
"1.0","保利地产周一预计有10个点涨幅，抓住机会。"
"1.0","亲爱的美的竟然涨停了，没爱错你"
"0.0","490站岗还好吗"
"1.0","也该轮到地产股飙下了"
"0.0","买格力去吧！别在这了，合并分分钟踩雷"
"0.0","保绿地产马上变成保亏地产！"
"1.0","长春高新，目前沪深两市的脸面和标杆。以它的主营高增长，傲世两市。。。公司的核心价值，不仅在于管理文化，更在于干净的持续的盈利。。。"
"1.0","下午站上15元"
"0.0","周一玩跑得快"
"0.0","尾盘跳水明又低开了"
"1.0","这才是稳健爬坡的强势牛股。持有此股14年的人笑哈哈。"
"0.0","拉高诱多出局，获利盘丰厚出逃，让他们站岗。"
"0.0","久盘必跌，下午跌停，乐极生悲"
"0.0","回购期间没显得比格力抗跌 反而差距拉近 莫名其妙垃圾"
"1.0","42.5卖，加油"
"1.0","炒什么股啊，任何时候买入长春高新，什么都不要管，你明年看看是多少"
"0.0","垃圾！让人恶心！"
"0.0","都是被一帮废物点心发资料发死的！恶心！"
"1.0","格力战友发来贺电"
"0.0","就好好瞎压价吧，大盘回调我看你怎么拉回去"
"1.0","长春高新将打造一个新北京、新上海，股价严重低估，全线涨停"
"1.0","今天口号:慢慢来，16不见不散，呵呵呵"
"1.0","加仓吧青年"
"1.0","18年春节前保利地产股价18元，19年同期不到13元。何时能重返巅峰。"
"1.0","最后一笔1.7万收买入"
"0.0","比万科跌的还多！垃圾央企"
"0.0","尼玛，卖了风范股份买了你，卧槽，47块的本"
"0.0","保利真牛逼吖！管你涨与跌，我就绿，一直绿！"
